Area of Residence,Year,Age at Death,Female,Male,_Total
North Tipperary,2009,80 - 84 years,61,49,110
North Tipperary,2009,85 years and over,96,73,169
North Tipperary,2009,Under 1 year,3,3,6
North Tipperary,2010,1 - 4 years,0,1,1
North Tipperary,2010,10 - 14 years,0,1,1
North Tipperary,2010,15 - 19 years,0,1,1
North Tipperary,2010,20 - 24 years,1,3,4
North Tipperary,2010,25 - 29 years,1,4,5
North Tipperary,2010,30 - 34 years,1,2,3
North Tipperary,2010,35 - 39 years,4,3,7
North Tipperary,2010,40 - 44 years,6,3,9
North Tipperary,2010,45 - 49 years,4,6,10
North Tipperary,2010,5 - 9 years,2,1,3
North Tipperary,2010,50 - 54 years,7,12,19
North Tipperary,2010,55 - 59 years,11,14,25
North Tipperary,2010,60 - 64 years,10,22,32
North Tipperary,2010,65 - 69 years,15,24,39
North Tipperary,2010,70 - 74 years,19,38,57
North Tipperary,2010,75 - 79 years,31,38,69
North Tipperary,2010,80 - 84 years,56,61,117
North Tipperary,2010,85 years and over,121,80,201
North Tipperary,2010,Under 1 year,3,1,4
North Tipperary,2011,1 - 4 years,0,0,0
North Tipperary,2011,10 - 14 years,0,0,0
North Tipperary,2011,15 - 19 years,0,3,3
North Tipperary,2011,20 - 24 years,1,1,2
North Tipperary,2011,25 - 29 years,2,2,4
North Tipperary,2011,30 - 34 years,1,1,2
North Tipperary,2011,35 - 39 years,0,6,6
North Tipperary,2011,40 - 44 years,5,4,9
North Tipperary,2011,45 - 49 years,2,8,10
North Tipperary,2011,5 - 9 years,0,0,0
North Tipperary,2011,50 - 54 years,7,9,16
North Tipperary,2011,55 - 59 years,10,9,19
North Tipperary,2011,60 - 64 years,12,24,36
North Tipperary,2011,65 - 69 years,13,28,41
North Tipperary,2011,70 - 74 years,18,25,43
North Tipperary,2011,75 - 79 years,31,52,83
North Tipperary,2011,80 - 84 years,45,52,97
North Tipperary,2011,85 years and over,128,67,195
North Tipperary,2011,Under 1 year,1,2,3
North Tipperary,2012,1 - 4 years,0,0,0
North Tipperary,2012,10 - 14 years,0,0,0
North Tipperary,2012,15 - 19 years,0,1,1
North Tipperary,2012,20 - 24 years,1,1,2
North Tipperary,2012,25 - 29 years,2,1,3
North Tipperary,2012,30 - 34 years,1,1,2
North Tipperary,2012,35 - 39 years,0,6,6
North Tipperary,2012,40 - 44 years,2,2,4
North Tipperary,2012,45 - 49 years,10,3,13
North Tipperary,2012,5 - 9 years,0,0,0
North Tipperary,2012,50 - 54 years,5,11,16
North Tipperary,2012,55 - 59 years,13,13,26
North Tipperary,2012,60 - 64 years,6,23,29
North Tipperary,2012,65 - 69 years,18,22,40
North Tipperary,2012,70 - 74 years,20,35,55
North Tipperary,2012,75 - 79 years,36,39,75
North Tipperary,2012,80 - 84 years,40,48,88
North Tipperary,2012,85 years and over,124,78,202
North Tipperary,2012,Under 1 year,6,4,10
North Tipperary,2013,1 - 4 years,0,0,0
North Tipperary,2013,10 - 14 years,2,0,2
North Tipperary,2013,15 - 19 years,1,2,3
North Tipperary,2013,20 - 24 years,0,6,6
North Tipperary,2013,25 - 29 years,1,3,4
North Tipperary,2013,30 - 34 years,1,3,4
North Tipperary,2013,35 - 39 years,0,1,1
North Tipperary,2013,40 - 44 years,3,2,5
North Tipperary,2013,45 - 49 years,3,7,10
North Tipperary,2013,5 - 9 years,1,0,1
North Tipperary,2013,50 - 54 years,5,9,14
North Tipperary,2013,55 - 59 years,7,10,17
North Tipperary,2013,60 - 64 years,10,13,23
North Tipperary,2013,65 - 69 years,18,35,53
North Tipperary,2013,70 - 74 years,19,32,51
North Tipperary,2013,75 - 79 years,23,36,59
North Tipperary,2013,80 - 84 years,45,51,96
North Tipperary,2013,85 years and over,126,63,189
North Tipperary,2013,Under 1 year,4,3,7
North Tipperary,2014,1 - 4 years,0,0,0
North Tipperary,2014,10 - 14 years,2,0,2
North Tipperary,2014,15 - 19 years,1,3,4
North Tipperary,2014,20 - 24 years,0,2,2
North Tipperary,2014,25 - 29 years,1,2,3
North Tipperary,2014,30 - 34 years,2,4,6
North Tipperary,2014,35 - 39 years,0,2,2
North Tipperary,2014,40 - 44 years,3,3,6
North Tipperary,2014,45 - 49 years,3,4,7
North Tipperary,2014,5 - 9 years,1,0,1
North Tipperary,2014,50 - 54 years,5,4,9
North Tipperary,2014,55 - 59 years,10,16,26
North Tipperary,2014,60 - 64 years,12,20,32
North Tipperary,2014,65 - 69 years,14,25,39
North Tipperary,2014,70 - 74 years,23,50,73
North Tipperary,2014,75 - 79 years,21,39,60
North Tipperary,2014,80 - 84 years,52,50,102
North Tipperary,2014,85 years and over,113,78,191
North Tipperary,2014,Under 1 year,3,3,6
North Tipperary,2015,1 - 4 years,0,1,1
North Tipperary,2015,10 - 14 years,2,0,2
North Tipperary,2015,15 - 19 years,1,3,4
North Tipperary,2015,20 - 24 years,1,2,3
North Tipperary,2015,25 - 29 years,1,1,2
North Tipperary,2015,30 - 34 years,4,4,8
North Tipperary,2015,35 - 39 years,3,3,6
North Tipperary,2015,40 - 44 years,5,5,10
North Tipperary,2015,45 - 49 years,3,4,7
North Tipperary,2015,5 - 9 years,1,0,1
North Tipperary,2015,50 - 54 years,5,8,13
North Tipperary,2015,55 - 59 years,10,10,20
North Tipperary,2015,60 - 64 years,8,21,29
North Tipperary,2015,65 - 69 years,12,37,49
North Tipperary,2015,70 - 74 years,21,21,42
North Tipperary,2015,75 - 79 years,30,44,74
North Tipperary,2015,80 - 84 years,41,45,86
North Tipperary,2015,85 years and over,142,100,242
North Tipperary,2015,Under 1 year,1,1,2
North Tipperary,2016,1 - 4 years,0,1,1
North Tipperary,2016,10 - 14 years,2,0,2
North Tipperary,2016,15 - 19 years,2,2,4
North Tipperary,2016,20 - 24 years,1,3,4
North Tipperary,2016,25 - 29 years,1,3,4
North Tipperary,2016,30 - 34 years,1,1,2
North Tipperary,2016,35 - 39 years,4,3,7
North Tipperary,2016,40 - 44 years,2,5,7
North Tipperary,2016,45 - 49 years,4,4,8
North Tipperary,2016,5 - 9 years,1,1,2
North Tipperary,2016,50 - 54 years,3,8,11
North Tipperary,2016,55 - 59 years,11,7,18
North Tipperary,2016,60 - 64 years,20,13,33
North Tipperary,2016,65 - 69 years,24,22,46
North Tipperary,2016,70 - 74 years,26,40,66
North Tipperary,2016,75 - 79 years,31,43,74
North Tipperary,2016,80 - 84 years,62,53,115
North Tipperary,2016,85 years and over,152,78,230
North Tipperary,2016,Under 1 year,1,1,2
North Tipperary,2017,1 - 4 years,1,1,2
North Tipperary,2017,10 - 14 years,1,0,1
North Tipperary,2017,15 - 19 years,2,1,3
North Tipperary,2017,20 - 24 years,1,4,5
North Tipperary,2017,25 - 29 years,1,4,5
North Tipperary,2017,30 - 34 years,1,2,3
North Tipperary,2017,35 - 39 years,1,2,3
North Tipperary,2017,40 - 44 years,5,5,10
North Tipperary,2017,45 - 49 years,3,6,9
North Tipperary,2017,5 - 9 years,1,1,2
North Tipperary,2017,50 - 54 years,5,6,11
North Tipperary,2017,55 - 59 years,2,14,16
North Tipperary,2017,60 - 64 years,10,12,22
North Tipperary,2017,65 - 69 years,16,23,39
North Tipperary,2017,70 - 74 years,26,32,58
North Tipperary,2017,75 - 79 years,24,34,58
North Tipperary,2017,80 - 84 years,36,56,92
North Tipperary,2017,85 years and over,141,85,226
North Tipperary,2017,Under 1 year,1,1,2
North Tipperary,2018,1 - 4 years,1,1,2
North Tipperary,2018,10 - 14 years,1,0,1
North Tipperary,2018,15 - 19 years,2,1,3
North Tipperary,2018,20 - 24 years,1,4,5
North Tipperary,2018,25 - 29 years,1,4,5
North Tipperary,2018,30 - 34 years,1,2,3
North Tipperary,2018,35 - 39 years,1,2,3
North Tipperary,2018,40 - 44 years,5,5,10
North Tipperary,2018,45 - 49 years,3,6,9
North Tipperary,2018,5 - 9 years,1,1,2
North Tipperary,2018,50 - 54 years,5,6,11
North Tipperary,2018,55 - 59 years,2,14,16
North Tipperary,2018,60 - 64 years,10,12,22
North Tipperary,2018,65 - 69 years,16,23,39
North Tipperary,2018,70 - 74 years,26,32,58
North Tipperary,2018,75 - 79 years,24,34,58
North Tipperary,2018,80 - 84 years,36,56,92
North Tipperary,2018,85 years and over,141,85,226
North Tipperary,2018,Under 1 year,1,1,2
North Tipperary,2019,1 - 4 years,1,1,2
North Tipperary,2019,10 - 14 years,1,0,1
North Tipperary,2019,15 - 19 years,2,1,3
North Tipperary,2019,20 - 24 years,1,4,5
North Tipperary,2019,25 - 29 years,1,4,5
North Tipperary,2019,30 - 34 years,1,2,3
North Tipperary,2019,35 - 39 years,1,2,3
North Tipperary,2019,40 - 44 years,5,5,10
North Tipperary,2019,45 - 49 years,3,6,9
North Tipperary,2019,5 - 9 years,1,1,2
North Tipperary,2019,50 - 54 years,5,6,11
North Tipperary,2019,55 - 59 years,2,14,16
North Tipperary,2019,60 - 64 years,10,12,22
North Tipperary,2019,65 - 69 years,16,23,39
North Tipperary,2019,70 - 74 years,26,32,58
North Tipperary,2019,75 - 79 years,24,34,58
North Tipperary,2019,80 - 84 years,36,56,92
North Tipperary,2019,85 years and over,141,85,226
North Tipperary,2019,Under 1 year,1,1,2
North Tipperary,2020,1 - 4 years,1,1,2
North Tipperary,2020,10 - 14 years,1,0,1
North Tipperary,2020,15 - 19 years,2,1,3
North Tipperary,2020,20 - 24 years,1,4,5
North Tipperary,2020,25 - 29 years,1,4,5
North Tipperary,2020,30 - 34 years,1,2,3
North Tipperary,2020,35 - 39 years,1,2,3
North Tipperary,2020,40 - 44 years,5,5,10
North Tipperary,2020,45 - 49 years,3,6,9
North Tipperary,2020,5 - 9 years,1,1,2
North Tipperary,2020,50 - 54 years,5,6,11
North Tipperary,2020,55 - 59 years,2,14,16
North Tipperary,2020,60 - 64 years,10,12,22
North Tipperary,2020,65 - 69 years,16,23,39
North Tipperary,2020,70 - 74 years,26,32,58
North Tipperary,2020,75 - 79 years,24,34,58
North Tipperary,2020,80 - 84 years,36,56,92
North Tipperary,2020,85 years and over,141,85,226
North Tipperary,2020,Under 1 year,1,1,2
Offaly,2007,1 - 4 years,0,0,0
Offaly,2007,10 - 14 years,0,0,0
Offaly,2007,15 - 19 years,0,1,1
Offaly,2007,20 - 24 years,1,3,4
Offaly,2007,25 - 29 years,0,4,4
Offaly,2007,30 - 34 years,1,4,5
Offaly,2007,35 - 39 years,1,0,1
Offaly,2007,40 - 44 years,6,4,10
Offaly,2007,45 - 49 years,1,6,7
Offaly,2007,5 - 9 years,0,0,0
Offaly,2007,50 - 54 years,5,5,10
Offaly,2007,55 - 59 years,8,11,19
Offaly,2007,60 - 64 years,9,22,31
Offaly,2007,65 - 69 years,10,18,28
Offaly,2007,70 - 74 years,15,31,46
Offaly,2007,75 - 79 years,28,34,62
Offaly,2007,80 - 84 years,49,38,87
Offaly,2007,85 years and over,92,41,133
Offaly,2007,Under 1 year,1,3,4
Offaly,2008,1 - 4 years,0,0,0
Offaly,2008,10 - 14 years,0,1,1
Offaly,2008,15 - 19 years,1,2,3
Offaly,2008,20 - 24 years,1,5,6
Offaly,2008,25 - 29 years,1,4,5
Offaly,2008,30 - 34 years,1,3,4
Offaly,2008,35 - 39 years,2,2,4
Offaly,2008,40 - 44 years,4,3,7
Offaly,2008,45 - 49 years,7,5,12
Offaly,2008,5 - 9 years,0,1,1
Offaly,2008,50 - 54 years,6,6,12
Offaly,2008,55 - 59 years,6,9,15
Offaly,2008,60 - 64 years,12,13,25
Offaly,2008,65 - 69 years,6,23,29
Offaly,2008,70 - 74 years,14,25,39
Offaly,2008,75 - 79 years,29,46,75
Offaly,2008,80 - 84 years,39,52,91
Offaly,2008,85 years and over,85,49,134
Offaly,2008,Under 1 year,1,3,4
Offaly,2009,1 - 4 years,0,1,1
Offaly,2009,10 - 14 years,1,1,2
Offaly,2009,15 - 19 years,1,2,3
Offaly,2009,20 - 24 years,2,4,6
Offaly,2009,25 - 29 years,1,5,6
Offaly,2009,30 - 34 years,1,7,8
Offaly,2009,35 - 39 years,3,3,6
Offaly,2009,40 - 44 years,3,1,4
Offaly,2009,45 - 49 years,4,5,9
Offaly,2009,5 - 9 years,0,1,1
Offaly,2009,50 - 54 years,5,4,9
Offaly,2009,55 - 59 years,10,9,19
Offaly,2009,60 - 64 years,9,22,31
Offaly,2009,65 - 69 years,14,23,37
Offaly,2009,70 - 74 years,17,23,40
Offaly,2009,75 - 79 years,40,35,75
Offaly,2009,80 - 84 years,47,33,80
Offaly,2009,85 years and over,79,54,133
Offaly,2009,Under 1 year,3,5,8
Offaly,2010,1 - 4 years,0,1,1
Offaly,2010,10 - 14 years,1,1,2
Offaly,2010,15 - 19 years,3,1,4
Offaly,2010,20 - 24 years,2,4,6
Offaly,2010,25 - 29 years,1,3,4
Offaly,2010,30 - 34 years,1,2,3
Offaly,2010,35 - 39 years,1,4,5
Offaly,2010,40 - 44 years,4,6,10
Offaly,2010,45 - 49 years,2,1,3
Offaly,2010,5 - 9 years,0,1,1
Offaly,2010,50 - 54 years,3,11,14
Offaly,2010,55 - 59 years,7,13,20
Offaly,2010,60 - 64 years,8,14,22
Offaly,2010,65 - 69 years,9,18,27
Offaly,2010,70 - 74 years,15,18,33
Offaly,2010,75 - 79 years,36,33,69
Offaly,2010,80 - 84 years,40,43,83
Offaly,2010,85 years and over,79,46,125
Offaly,2010,Under 1 year,3,5,8
Offaly,2011,1 - 4 years,2,0,2
Offaly,2011,10 - 14 years,0,0,0
Offaly,2011,15 - 19 years,0,2,2
Offaly,2011,20 - 24 years,0,2,2
Offaly,2011,25 - 29 years,0,3,3
Offaly,2011,30 - 34 years,3,4,7
Offaly,2011,35 - 39 years,1,4,5
Offaly,2011,40 - 44 years,8,6,14
Offaly,2011,45 - 49 years,1,5,6
Offaly,2011,5 - 9 years,0,0,0
Offaly,2011,50 - 54 years,7,8,15
Offaly,2011,55 - 59 years,5,6,11
Offaly,2011,60 - 64 years,7,16,23
Offaly,2011,65 - 69 years,15,22,37
Offaly,2011,70 - 74 years,10,28,38
Offaly,2011,75 - 79 years,27,29,56
Offaly,2011,80 - 84 years,32,47,79
Offaly,2011,85 years and over,90,52,142
Offaly,2011,Under 1 year,1,4,5
Offaly,2012,1 - 4 years,2,0,2
Offaly,2012,10 - 14 years,1,0,1
Offaly,2012,15 - 19 years,1,2,3
Offaly,2012,20 - 24 years,1,2,3
Offaly,2012,25 - 29 years,0,2,2
Offaly,2012,30 - 34 years,2,3,5
Offaly,2012,35 - 39 years,2,6,8
Offaly,2012,40 - 44 years,8,3,11
Offaly,2012,45 - 49 years,3,5,8
Offaly,2012,5 - 9 years,1,0,1
Offaly,2012,50 - 54 years,3,9,12
Offaly,2012,55 - 59 years,7,13,20
Offaly,2012,60 - 64 years,15,17,32
Offaly,2012,65 - 69 years,12,18,30
Offaly,2012,70 - 74 years,15,33,48
Offaly,2012,75 - 79 years,28,34,62
Offaly,2012,80 - 84 years,32,27,59
Offaly,2012,85 years and over,84,61,145
Offaly,2012,Under 1 year,1,1,2
Offaly,2013,1 - 4 years,0,0,0
Offaly,2013,10 - 14 years,0,0,0
Offaly,2013,15 - 19 years,1,2,3
Offaly,2013,20 - 24 years,0,0,0
Offaly,2013,25 - 29 years,1,4,5
Offaly,2013,30 - 34 years,1,1,2
Offaly,2013,35 - 39 years,0,1,1
Offaly,2013,40 - 44 years,1,4,5
Offaly,2013,45 - 49 years,4,9,13
Offaly,2013,5 - 9 years,1,0,1
Offaly,2013,50 - 54 years,2,4,6
Offaly,2013,55 - 59 years,8,4,12
Offaly,2013,60 - 64 years,8,19,27
Offaly,2013,65 - 69 years,15,14,29
Offaly,2013,70 - 74 years,19,35,54
Offaly,2013,75 - 79 years,26,37,63
Offaly,2013,80 - 84 years,39,35,74
Offaly,2013,85 years and over,103,73,176
Offaly,2013,Under 1 year,2,3,5
Offaly,2014,1 - 4 years,1,0,1
Offaly,2014,10 - 14 years,0,3,3
Offaly,2014,15 - 19 years,1,1,2
Offaly,2014,20 - 24 years,1,0,1
Offaly,2014,25 - 29 years,1,2,3
Offaly,2014,30 - 34 years,1,4,5
Offaly,2014,35 - 39 years,2,2,4
Offaly,2014,40 - 44 years,3,2,5
Offaly,2014,45 - 49 years,4,5,9
Offaly,2014,5 - 9 years,1,2,3
Offaly,2014,50 - 54 years,4,5,9
Offaly,2014,55 - 59 years,11,13,24
Offaly,2014,60 - 64 years,6,14,20
Offaly,2014,65 - 69 years,13,18,31
Offaly,2014,70 - 74 years,24,26,50
Offaly,2014,75 - 79 years,24,30,54
Offaly,2014,80 - 84 years,35,37,72
Offaly,2014,85 years and over,100,61,161
Offaly,2014,Under 1 year,2,3,5
Offaly,2015,1 - 4 years,1,0,1
Offaly,2015,10 - 14 years,0,3,3
Offaly,2015,15 - 19 years,1,1,2
Offaly,2015,20 - 24 years,1,1,2
Offaly,2015,25 - 29 years,1,3,4
Offaly,2015,30 - 34 years,1,1,2
Offaly,2015,35 - 39 years,1,4,5
Offaly,2015,40 - 44 years,2,2,4
Offaly,2015,45 - 49 years,5,5,10
Offaly,2015,5 - 9 years,1,2,3
Offaly,2015,50 - 54 years,10,4,14
Offaly,2015,55 - 59 years,7,12,19
Offaly,2015,60 - 64 years,12,10,22
Offaly,2015,65 - 69 years,8,24,32
Offaly,2015,70 - 74 years,25,45,70
Offaly,2015,75 - 79 years,21,35,56
Offaly,2015,80 - 84 years,30,44,74
Offaly,2015,85 years and over,99,64,163
Offaly,2015,Under 1 year,1,3,4
Offaly,2016,1 - 4 years,1,0,1
Offaly,2016,10 - 14 years,0,3,3
Offaly,2016,15 - 19 years,1,2,3
Offaly,2016,20 - 24 years,1,2,3
Offaly,2016,25 - 29 years,1,2,3
Offaly,2016,30 - 34 years,1,3,4
Offaly,2016,35 - 39 years,1,4,5
Offaly,2016,40 - 44 years,2,7,9
Offaly,2016,45 - 49 years,3,1,4
Offaly,2016,5 - 9 years,1,2,3
Offaly,2016,50 - 54 years,5,8,13
Offaly,2016,55 - 59 years,1,9,10
Offaly,2016,60 - 64 years,10,11,21
Offaly,2016,65 - 69 years,18,23,41
Offaly,2016,70 - 74 years,22,25,47
Offaly,2016,75 - 79 years,20,34,54
Offaly,2016,80 - 84 years,47,45,92
Offaly,2016,85 years and over,117,70,187
Offaly,2016,Under 1 year,2,3,5
Offaly,2017,1 - 4 years,1,0,1
Offaly,2017,10 - 14 years,0,3,3
Offaly,2017,15 - 19 years,1,2,3
Offaly,2017,20 - 24 years,2,3,5
Offaly,2017,25 - 29 years,1,1,2
Offaly,2017,30 - 34 years,1,3,4
Offaly,2017,35 - 39 years,2,1,3
Offaly,2017,40 - 44 years,3,4,7
Offaly,2017,45 - 49 years,3,3,6
Offaly,2017,5 - 9 years,1,1,2
Offaly,2017,50 - 54 years,6,8,14
Offaly,2017,55 - 59 years,7,11,18
Offaly,2017,60 - 64 years,10,12,22
Offaly,2017,65 - 69 years,16,19,35
Offaly,2017,70 - 74 years,21,27,48
Offaly,2017,75 - 79 years,28,28,56
Offaly,2017,80 - 84 years,48,48,96
Offaly,2017,85 years and over,90,65,155
Offaly,2017,Under 1 year,3,3,6
Offaly,2018,1 - 4 years,0,0,0
Offaly,2018,10 - 14 years,0,0,0
Offaly,2018,15 - 19 years,0,0,0
Offaly,2018,20 - 24 years,1,0,1
Offaly,2018,25 - 29 years,0,2,2
Offaly,2018,30 - 34 years,1,2,3
Offaly,2018,35 - 39 years,1,2,3
Offaly,2018,40 - 44 years,0,5,5
Offaly,2018,45 - 49 years,8,2,10
Offaly,2018,5 - 9 years,0,0,0
Offaly,2018,50 - 54 years,6,11,17
Offaly,2018,55 - 59 years,5,13,18
Offaly,2018,60 - 64 years,8,12,20
Offaly,2018,65 - 69 years,20,27,47
Offaly,2018,70 - 74 years,19,30,49
Offaly,2018,75 - 79 years,24,33,57
Offaly,2018,80 - 84 years,32,39,71
Offaly,2018,85 years and over,101,75,176
Offaly,2018,Under 1 year,2,2,4
Offaly,2019,1 - 4 years,0,1,1
Offaly,2019,10 - 14 years,0,0,0
Offaly,2019,15 - 19 years,0,0,0
Offaly,2019,20 - 24 years,0,1,1
Offaly,2019,25 - 29 years,1,2,3
Offaly,2019,30 - 34 years,1,3,4
Offaly,2019,35 - 39 years,4,4,8
Offaly,2019,40 - 44 years,1,3,4
Offaly,2019,45 - 49 years,4,1,5
Offaly,2019,5 - 9 years,0,0,0
Offaly,2019,50 - 54 years,4,12,16
Offaly,2019,55 - 59 years,4,18,22
Offaly,2019,60 - 64 years,10,13,23
Offaly,2019,65 - 69 years,17,22,39
Offaly,2019,70 - 74 years,15,25,40
Offaly,2019,75 - 79 years,24,38,62
Offaly,2019,80 - 84 years,39,32,71
Offaly,2019,85 years and over,97,59,156
Offaly,2019,Under 1 year,1,3,4
Offaly,2020,1 - 4 years,0,1,1
Offaly,2020,10 - 14 years,0,1,1
Offaly,2020,15 - 19 years,0,0,0
Offaly,2020,20 - 24 years,0,1,1
Offaly,2020,25 - 29 years,3,3,6
Offaly,2020,30 - 34 years,1,3,4
Offaly,2020,35 - 39 years,4,4,8
Offaly,2020,40 - 44 years,2,8,10
Offaly,2020,45 - 49 years,3,2,5
Offaly,2020,5 - 9 years,0,0,0
Offaly,2020,50 - 54 years,7,5,12
Offaly,2020,55 - 59 years,13,13,26
Offaly,2020,60 - 64 years,9,15,24
Offaly,2020,65 - 69 years,12,25,37
Offaly,2020,70 - 74 years,20,31,51
Offaly,2020,75 - 79 years,27,51,78
Offaly,2020,80 - 84 years,35,41,76
Offaly,2020,85 years and over,97,88,185
Offaly,2020,Under 1 year,1,3,4
ROI Total,2007,1 - 4 years,23,31,54
ROI Total,2007,10 - 14 years,18,32,50
ROI Total,2007,15 - 19 years,40,109,149
ROI Total,2007,20 - 24 years,39,163,202
ROI Total,2007,25 - 29 years,64,184,248
ROI Total,2007,30 - 34 years,80,168,248
ROI Total,2007,35 - 39 years,104,191,295
ROI Total,2007,40 - 44 years,144,258,402
ROI Total,2007,45 - 49 years,227,379,606
ROI Total,2007,5 - 9 years,9,8,17
ROI Total,2007,50 - 54 years,316,492,808
ROI Total,2007,55 - 59 years,459,802,1261
ROI Total,2007,60 - 64 years,639,1044,1683
ROI Total,2007,65 - 69 years,741,1292,2033
ROI Total,2007,70 - 74 years,1232,1709,2941
ROI Total,2007,75 - 79 years,1821,2196,4017
ROI Total,2007,80 - 84 years,2587,2387,4974
ROI Total,2007,85 years and over,5078,2821,7899
ROI Total,2007,Under 1 year,105,125,230
ROI Total,2008,1 - 4 years,22,30,52
ROI Total,2008,10 - 14 years,13,27,40
ROI Total,2008,15 - 19 years,38,93,131
ROI Total,2008,20 - 24 years,40,146,186
ROI Total,2008,25 - 29 years,67,165,232
ROI Total,2008,30 - 34 years,66,181,247
ROI Total,2008,35 - 39 years,118,217,335
ROI Total,2008,40 - 44 years,165,267,432
ROI Total,2008,45 - 49 years,288,350,638
ROI Total,2008,5 - 9 years,9,19,28
ROI Total,2008,50 - 54 years,351,494,845
ROI Total,2008,55 - 59 years,468,769,1237
ROI Total,2008,60 - 64 years,635,1081,1716
ROI Total,2008,65 - 69 years,762,1375,2137
ROI Total,2008,70 - 74 years,1085,1736,2821
ROI Total,2008,75 - 79 years,1709,2144,3853
ROI Total,2008,80 - 84 years,2520,2368,4888
ROI Total,2008,85 years and over,5339,2833,8172
ROI Total,2008,Under 1 year,122,162,284
ROI Total,2009,1 - 4 years,26,33,59
ROI Total,2009,10 - 14 years,14,17,31
